source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
902.26,0,ABUCASIS_CIE9,Injuries Of Branches Primary Superior Mesenteric Artery,196851,SNOMED,1970-01-01,2099-12-31,
576.2,0,ABUCASIS_CIE9,Bile Duct Obstruction,201066,SNOMED,1970-01-01,2099-12-31,
569.86,0,ABUCASIS_CIE9,Dieulafoy Lesion (Hemorrhagic) Bowel,198798,SNOMED,1970-01-01,2099-12-31,
569.87,0,ABUCASIS_CIE9,Vomiting Fecaloid,45757414,SNOMED,1970-01-01,2099-12-31,
902.27,0,ABUCASIS_CIE9,Bottom Mesenteric Artery Injury,199959,SNOMED,1970-01-01,2099-12-31,
359.24,0,ABUCASIS_CIE9,Drug-Induced Myotonia,73183,SNOMED,1970-01-01,2099-12-31,
359.23,0,ABUCASIS_CIE9,Condrodistrofia Myotonic,441280,SNOMED,1970-01-01,2099-12-31,
359.22,0,ABUCASIS_CIE9,Myotonia Congenita,4212349,SNOMED,1970-01-01,2099-12-31,
902.29,0,ABUCASIS_CIE9,Celiac Artery Injuries And Mesenteric (Other),195124,SNOMED,1970-01-01,2099-12-31,
902.3,0,ABUCASIS_CIE9,Porta Vein Injuries And Spleen,4052200,SNOMED,1970-01-01,2099-12-31,
959.6,0,ABUCASIS_CIE9,"Trauma Hip O Thigh, Unspecified",44783029,SNOMED,1970-01-01,2099-12-31,
358.9,0,ABUCASIS_CIE9,Myoneural Unspecified Disorders,377263,SNOMED,1970-01-01,2099-12-31,
902.31,0,ABUCASIS_CIE9,Vein Injuries And Primary Subdivisions Superior Mesenteric,197422,SNOMED,1970-01-01,2099-12-31,
358.8,0,ABUCASIS_CIE9,Other Specified Disorders Myoneural,377263,SNOMED,1970-01-01,2099-12-31,
902.32,0,ABUCASIS_CIE9,Injuries Of Lower Vena Mesenteric,442789,SNOMED,1970-01-01,2099-12-31,
358.31,0,ABUCASIS_CIE9,Eaton Lambert Syndrome In Neoplastic Disease,43531175,SNOMED,1970-01-01,2099-12-31,
902.33,0,ABUCASIS_CIE9,Injury Portal Vein,197154,SNOMED,1970-01-01,2099-12-31,
250.71,0,ABUCASIS_CIE9,Diabetes With Manif. Circ. Peripheral. I Type As Indicated No Uncontrolled,318712,SNOMED,1970-01-01,2099-12-31,
482.83,0,ABUCASIS_CIE9,Pneumonia Other Bacteria Gram-Negative,258180,SNOMED,1970-01-01,2099-12-31,
902.34,0,ABUCASIS_CIE9,Spleen Vein Injuries,197714,SNOMED,1970-01-01,2099-12-31,
358.30,0,ABUCASIS_CIE9,"Eaton Lambert Syndrome, Not Specified",4237155,SNOMED,1970-01-01,2099-12-31,
610.4,0,ABUCASIS_CIE9,Breast Duct Ectasia,438808,SNOMED,1970-01-01,2099-12-31,
902.39,0,ABUCASIS_CIE9,Other Injuries Of Portal Vein / Spleen,4052200,SNOMED,1970-01-01,2099-12-31,
902.4,0,ABUCASIS_CIE9,Kidney Injury Of Blood Vessels,195400,SNOMED,1970-01-01,2099-12-31,
525.8,0,ABUCASIS_CIE9,Alteration And Other Dental Estruct. Support Specified,201603,SNOMED,1970-01-01,2099-12-31,
902.40,0,ABUCASIS_CIE9,Renal Injury Of Vessel Not Specified,195400,SNOMED,1970-01-01,2099-12-31,
358.3,0,ABUCASIS_CIE9,Eaton Lambert Syndrome,4237155,SNOMED,1970-01-01,2099-12-31,
